starting_a,starting_e,host
74.57308601890027,0.8995070234895888,36OphA
75.47740799022183,0.8964520152997977,36OphA
76.21603501841419,0.8994222986485516,36OphA
74.51096234794089,0.8996259089253685,36OphA
72.61423640411371,0.9018976861118296,36OphA
76.85754623761953,0.8992900820344709,36OphA
78.95929331358245,0.903090056830806,36OphA
76.07072759373946,0.898689940102306,36OphA
74.66241445146592,0.8972102055926676,36OphA
74.45775193912695,0.891390164068884,36OphA
72.98129730928416,0.8971299562960741,36OphA
73.63214509818093,0.8932832156955737,36OphA
78.21038311252022,0.8993116835021224,36OphA
75.1553281835471,0.8982168444871965,36OphA
75.1168562483363,0.8968231823456506,36OphA
75.73983423306723,0.9010119322972742,36OphA
76.44820389523294,0.9025787849310712,36OphA
74.01492888579482,0.8985454294751831,36OphA
72.97104774247711,0.9058508863227976,36OphA
75.64789313928685,0.9023686691877284,36OphA
74.96256387286967,0.8937325030251434,36OphA
73.22741889920172,0.8930866306183352,36OphA
73.91101830110524,0.9075343923633452,36OphA
76.19120249003421,0.8948863290639751,36OphA
75.4806882681931,0.901652419022152,36OphA
74.22525797083982,0.8981607332839409,36OphA
72.01030500452853,0.8967475478771848,36OphA
72.4415093642551,0.8970129847753547,36OphA
73.15705461307228,0.8951635674345556,36OphA
77.09028448364245,0.9022356508159254,36OphA
73.6336274565048,0.9005789583321125,36OphA
78.46635946506682,0.8893588565887289,36OphA
72.72498499867103,0.8967707788103331,36OphA
75.43342511539997,0.9035575325168216,36OphA
71.39787391698131,0.9004304533364244,36OphA
74.81059497673189,0.9057161996818228,36OphA
76.19272138186979,0.8988981471920588,36OphA
73.9751476789602,0.9093013328934042,36OphA
74.25180713367034,0.8994089591088477,36OphA
74.49360225912253,0.8959579877705317,36OphA
73.71281237868389,0.8952008587989725,36OphA
74.69884792186468,0.9026963673024542,36OphA
74.54173981662952,0.8947521241219657,36OphA
74.63358486870412,0.9043052511031464,36OphA
77.88835394353625,0.9012430989080924,36OphA
76.59797831699336,0.8916754272047338,36OphA
74.6905878055888,0.9063806913723512,36OphA
76.91847837462296,0.9029144906482788,36OphA
75.53899531173509,0.907960731142512,36OphA
76.69964290583867,0.905726498851666,36OphA
76.39694103889937,0.904400980718577,36OphA
74.65403366251788,0.8991728148599115,36OphA
75.5083818079229,0.8999701101442902,36OphA
78.76184400471665,0.8996735704493194,36OphA
74.58672310606445,0.8917842236504558,36OphA
76.91080776676746,0.9034180326221982,36OphA
74.23934590798343,0.8928116401018377,36OphA
76.4500032660254,0.8994670107125177,36OphA
73.42489491573524,0.9007405799945132,36OphA
74.49267426406078,0.9133977125531316,36OphA
75.86061519702393,0.8970624315035228,36OphA
73.79325795376644,0.8990322601313433,36OphA
77.32064150733058,0.8940908407500916,36OphA
74.07290046873989,0.9036460488708138,36OphA
74.91324771141976,0.8976626904225207,36OphA
73.03388097867966,0.89960845770227,36OphA
73.96326398681589,0.9023295540834292,36OphA
75.63162089920823,0.895788747977653,36OphA
77.58136728182478,0.9046506878574432,36OphA
74.40515318102422,0.8965338758052195,36OphA
76.83091706503822,0.8982127276034804,36OphA
76.10020410356331,0.9006809092439864,36OphA
76.1597753036896,0.896436683381426,36OphA
74.70913335740676,0.8979606251584195,36OphA
74.01338432888102,0.9048849760192073,36OphA
74.79584391235274,0.8974093438433182,36OphA
75.18696042522372,0.8964772015489727,36OphA
76.00969015184195,0.9092314713709744,36OphA
75.62856926184764,0.9050550013992232,36OphA
75.13694500210697,0.8991145466122701,36OphA
71.6333910881462,0.8973843768166759,36OphA
77.24348333245345,0.902923289831748,36OphA
73.46677184681059,0.8974200118016846,36OphA
73.88651805355653,0.9034152457448676,36OphA
74.56778791126148,0.9060375673632508,36OphA
76.28417302047399,0.899672035354092,36OphA
74.69727860704185,0.910561509538396,36OphA
74.57721358890063,0.8970843866363867,36OphA
74.95004382521905,0.8963850205029809,36OphA
75.69263307603413,0.89832490314228,36OphA
72.28895410651607,0.9009014825956628,36OphA
73.80698315469091,0.902267161224127,36OphA
71.96742606655879,0.9029647705913516,36OphA
72.66556547143017,0.8993172720850336,36OphA
76.48593819594439,0.9080283872569984,36OphA
73.90560897572139,0.9015020755969596,36OphA
74.8606350677437,0.8963527133343151,36OphA
75.5127281608069,0.9015859091343276,36OphA
74.82781073243515,0.8974937182731392,36OphA
74.65199472098334,0.9025868729109526,36OphA
